CPU_Usage(%),Memory_Usage(MB),Disk_IO(MB/s),Network_Usage(Mbps),GPU_Utilization(%),Execution_Time(sec),Response_Time(ms),Requests_per_sec,Error_Rate(%),Crash_Frequency,Memory_Leak_Rate(MB/sec),User_Load,Peak_Idle_Ratio,Application_Category
22.84591262179071,1436.7293248406413,46.86071621366183,114.61981128485411,-4.189254413891639,5.038115349674913,68.18338686924773,171.92939711165315,1.0453125113730077,0,0.38099127455319937,766.73679095996,0.03924490226035193,Efficient
64.4285750607642,2527.1572272774856,138.5034380629735,140.98867552380597,37.109380452240046,4.501068847400104,759.2448822040656,71.11492728819755,1.8189746190562166,2,0.05952340843653259,393.09882980468717,0.48205982955356225,Resource-Intensive
17.300418077632933,874.1067719470959,99.70662229896143,149.58122014231986,6.266643399210865,3.238571838457328,214.16248978022992,292.0763238896799,0.7806657918211591,0,0.4084193611377471,451.424987095034,0.39821000484440505,Efficient
35.728504783690234,2789.808554696631,152.446188337043,71.02681893240043,42.06012969070274,3.4009877645811883,166.09362603379557,133.86852565877373,3.1351243381102583,6,0.03671044301345805,452.917406842374,0.2884617931356984,Moderate
20.516289711255574,2255.667522509878,77.56092603174788,153.38983853198772,59.40469784688673,9.439019533774204,89.55012994020495,231.71375574911272,1.8608390314285348,3,0.3471398380735259,278.41481174144775,0.5023511148935957,Moderate
60.42567087362312,3131.0342741749414,87.82562578751433,127.11390563188445,14.712173243463987,5.0527837882995765,291.3939967795154,28.389446985771528,3.4171382478275905,4,0.06545823323621847,211.20679243607043,0.541819424507275,Resource-Intensive
58.82036549044702,3452.538033297532,105.35971893306171,99.21807430082582,42.410862505326165,6.32913604833043,334.25535757107565,183.47904905772504,0.9160274444742,4,0.3503092220295144,261.4930672603083,0.27470218394450974,Moderate
60.42168640431453,2375.336603941028,113.34511064808825,210.0221369891357,55.326380646919496,10.485848979810182,436.66900829884923,98.53429065170523,1.9371087239759586,4,1.250118239608676,232.12671776488543,0.7923622599334186,Resource-Intensive
81.4478330605539,3840.5184407558654,87.16189182796526,111.31915616799992,24.038378234373013,4.359673910308872,701.4104391213051,100.6289126326927,3.0684294238343552,3,1.1433777607562121,169.01469329027395,0.45939794548350077,Resource-Intensive
68.58167806276725,4739.776155740039,179.84590552744274,167.26584984539798,12.785890092213023,11.501586887035476,695.9131408993237,89.88697873085727,4.201486000444269,3,-0.021012370469824626,152.67663309012383,0.6729671956966934,Resource-Intensive
3.7143381253415058,1363.4380610373016,18.036768091402365,8.586751975120322,12.562694769950943,3.2621055421052167,172.15344254681975,397.15040154774067,0.10548747357596655,0,0.24787670858653676,919.4322336321901,0.12785610527359792,Efficient
12.26209249183961,673.6629691306275,59.81460933624019,93.60220699937557,28.272813787918608,3.8630284796171765,177.80482203253308,502.1848392888907,0.612751226213895,0,0.27155447289463974,807.5048379951638,0.5708088006580134,Efficient
21.907686076894137,1399.1107359238938,93.90854444533886,60.24882801308529,14.191686573279124,2.234588139048573,60.83085933031437,402.33452016024665,0.9566825161708887,1,-0.0025912451428675154,605.0819899211425,0.4924788004713119,Efficient
50.87233775882257,3301.173765752727,119.99916272670312,220.5753807116265,41.58180532104153,12.23363441710205,547.6742669260707,90.31815050276468,-0.18793009953444972,5,1.6674722400396278,185.0514547909932,0.5408318007038906,Resource-Intensive
71.18945389611481,1237.5909913273915,33.627694202724875,171.3305032270477,11.202597365834247,1.841415851946157,121.39706443689138,319.7551695986646,1.3585168384693325,0,-0.09731874205322805,631.8421499500856,0.38045162121710685,Efficient
79.01949969018546,3820.227447711695,83.47826783749738,208.25740627132745,39.53108156520649,7.000069792202934,703.3214404294674,151.72194724769392,2.5568172100587256,2,1.0756023161735189,6.066615418133949,0.457423892544957,Resource-Intensive
98.00309694236503,4469.204548621552,87.78027021134562,151.59172870175647,63.12420393266345,4.0896004158392945,530.6813430390538,110.61083652722803,3.4686102720288376,5,1.1408076677102434,358.38025430334676,0.6511085821310806,Resource-Intensive
37.389576259366535,1740.1425394918904,74.71631698456088,87.06254607945637,23.998880438269147,3.254767045873545,41.737986317936375,323.1984389705359,0.5797577564109966,0,0.19427667435030255,953.055022092128,0.4548773353107056,Efficient
6.189304747024952,2166.1543275967397,71.67471694083893,64.76251059188476,25.92625842699331,0.48650224852794377,242.3457320255261,554.938404302116,1.294453581297709,1,0.14954052178150226,520.505503307121,0.2530284262795548,Efficient
55.72022000557542,2114.6740151706344,33.21688466044153,102.61295410397945,28.650867786808913,9.902647987529413,448.4212454318954,75.78129868591921,-0.25050715489837927,1,0.9647893400589915,293.7750850907153,0.4804843094292636,Moderate
26.66976353284758,3044.1965546383167,100.29234539040408,93.4411685155057,41.82728248921477,3.5606862153092296,243.53412511019212,248.5469934154697,1.6966051684822494,4,1.131758311582582,153.670002421814,0.43334759080529867,Moderate
14.463089398975141,1131.8401888593944,92.48361579879605,122.16475695022265,24.597916873335134,1.3907604557914897,156.2952510402637,253.8396180650068,0.7077367970655757,1,0.4185441722738452,370.4366801258886,0.4476319643358536,Efficient
72.51554645455315,2895.2701247350483,45.61463905756542,157.34607807163945,29.740146884886293,5.679534126198674,454.3505312486045,399.4195710238317,2.548749626964516,3,0.31458582330887824,221.26289344345818,0.43994979295498404,Moderate
53.89357649745495,3041.322238149046,36.37301535895952,71.49191082761934,26.16251344663765,5.312839133239485,348.25252789318796,96.41826724110688,1.3039656699119289,1,0.8003655440827692,220.4315033499111,0.3168845503657973,Moderate
48.99763686945092,2176.0241648733054,114.10823965640665,139.45838948272612,25.680349938694935,6.910806176141226,337.8406365791985,227.96743095959755,1.3682014960000068,1,0.061450187774466314,538.3270629211761,0.3196826649504998,Moderate
31.54528819188964,3973.303888487901,169.86118394850206,167.7105492555157,38.49950335251591,9.099639732217044,659.6735722577534,65.11258269302508,3.375629561101917,2,1.3451069718134576,210.5673224929437,0.6322708219343949,Resource-Intensive
24.68134677852102,1754.380740057215,38.32539948531236,10.165457414903358,4.963960167815422,4.227326874818473,39.725727311771394,243.36093928519983,0.569826840797891,4,0.3387001496504242,337.19081455088553,0.2785701276582929,Efficient
49.88153763372122,3450.919497423776,99.22491765740605,151.86645458398436,70.38696939235126,8.126523373820323,532.8749879934633,110.90129029907213,3.3805823195121905,7,1.425405130272759,252.75858980966441,0.6482998119472346,Resource-Intensive
29.225598186643335,1020.8794717833048,74.47813467856267,118.44574826456672,33.735937515195396,2.946506019567247,193.26226098258607,394.8469932223204,0.9091177479530139,1,0.4979162003506733,733.5421049120506,0.06879484841028688,Efficient
40.690082443825254,2454.5280918348594,56.61753334229836,83.8529088686833,63.29840459190618,5.006437248326213,365.3000418401701,222.32924022871802,3.0020587956596128,3,0.6650004433293414,304.2537779161491,0.5834276057862957,Moderate
16.568995151810288,996.1109343380806,93.5743909519314,103.63381306535067,17.682786892794528,4.524586232219223,263.12852940713867,180.0342657004013,0.37175123689490536,0,0.4216790737960086,59.93066298428397,0.47655572252655776,Efficient
12.378999893438454,2692.0441106396106,127.80478939804541,53.80402316973762,48.32923757037929,6.746827640825977,543.5227762662944,83.44833706500089,2.8208008646872824,3,0.10712733814334063,165.7923649934545,0.6469760969759909,Resource-Intensive
37.342353296655176,1945.3430041075198,74.96129877259678,142.29926186263654,4.730600991473143,5.843533775360372,257.9516006418667,226.88469680735707,1.8151814013378993,2,0.9765478542017936,416.2946409414799,0.41414522759954375,Moderate
24.715113387227994,691.980251232292,42.379583622991646,125.78034846028672,33.98912593838692,3.0981454853449253,112.43833495367303,349.6578093136723,-0.33781792444378445,0,0.4756488570736972,758.6890736888537,-0.09054727459968198,Efficient
68.15543378208429,3029.714553259451,96.51022891828774,161.78225034621798,16.299080730536666,9.843522282858933,542.0823510678048,66.11345957025567,4.303573324643758,4,1.559831010038722,127.49973657449492,0.6917840204354455,Resource-Intensive
56.537905777397995,1941.4968234591247,107.86997731941324,99.7341823886927,38.25654166694676,6.2332623188962675,213.45457017063634,190.7707348389507,1.005235795004045,1,0.803262389686244,454.03433413112157,0.31876866821696676,Moderate
39.41836716048,4683.851167432859,121.9008776622281,171.27019792692622,44.743852058564855,5.323303276736292,627.9229349532432,96.5134901545278,2.661671906179632,5,1.1528080989956269,-20.050186118306044,0.6603712925825835,Resource-Intensive
41.9915949919632,2156.359610294198,127.7048463961654,64.76483604779554,27.093129502300677,4.559452962049319,219.98643181550818,74.62473097505202,1.4884817379059343,3,0.7305594717693242,388.6272381413801,0.5576567070874523,Moderate
72.33579333899802,2638.196487960628,24.312276916672523,144.04883861012001,14.676688705531806,5.276987033439235,353.6122431660067,276.8530401365295,1.7264938784739086,1,0.6194489121231513,300.57284189969874,0.331736640281427,Moderate
55.55587196923719,1072.6704745579584,98.62296475068251,104.72113349121987,11.254256957433789,2.8203800118815363,146.48108286498712,211.68102365060582,0.41963054611180123,0,0.36771009165331475,528.792818392013,0.28062158241111007,Efficient
4.03269886320205,1429.8291086358488,-2.1795229831200515,74.55309961305692,11.874255358808323,3.834099183960025,83.83457861130702,116.5988672973765,0.5006853806713913,1,0.2988256691655536,509.73538075998067,0.30303457937096284,Efficient
53.407282104740915,1949.746706246627,52.249892207336586,128.63470756541312,28.447955699422174,6.655109825590101,340.35639323768874,79.20623050349965,3.094498875020366,1,1.0194686549124123,232.81933776861013,0.199007284925327,Moderate
61.73582275223943,3431.5602982902624,29.92753062205071,161.31536959440888,35.697340800839044,11.399673740678285,536.2279815914978,115.55641544983592,1.9768678689688524,5,0.41059636599636373,347.4311768609837,0.7233442413781348,Resource-Intensive
54.23322133631887,1690.9254284338874,92.19671886256278,123.73489904772963,5.373982418816869,3.6920034844890406,226.72036434659816,313.28320223417893,0.6057871933100091,0,0.23020835015703592,512.2177012562029,0.22007694663765862,Efficient
45.741165721137065,1244.9265424865057,68.99625160397177,90.10383439151411,24.698093315213924,1.1288341824928072,197.73891695669198,232.07244954928865,0.4936783293593199,0,0.28788547716508134,780.1536965652504,0.08081792360192411,Efficient
46.602078284417296,1061.670354550503,76.98229118385395,73.0858198106525,4.471191976932962,3.388808339066162,187.19633825554808,206.6765182918109,1.0862614525362773,0,0.3700719805762333,458.29704079990574,0.11989238009740061,Efficient
21.19363101758143,2209.2163684482402,122.1384257823195,70.02364488934566,11.31251828811228,7.83057055106093,290.58705181067137,181.39671258783562,4.011621834687241,1,0.7253526202089682,512.2098426811139,0.3081679789180923,Moderate
62.24322573882397,5670.421281754539,71.68588625892492,147.78922294442853,73.2566723995541,7.3128753234413155,552.3585045669568,122.08385370845839,3.343232509160666,3,0.3452612296398321,358.1849856950105,0.81757743259754,Resource-Intensive
32.23549142475639,1455.3427316599289,48.24707367377268,99.87566592502358,22.915462294232995,6.06604084146789,241.59453570884784,-93.2288720901924,0.3769768595199442,1,0.33280368889289114,716.0437661654099,0.04870865227803878,Efficient
